event count, avg, time spent
776,500539.97828423994, 7456
777,500366.09061627655, 7486
778,500173.7812567017, 7507
779,500287.06960805313, 7524
780,500268.0554010695, 7541
781,500085.40311899164, 7595
782,499713.2675485385, 7623
783,499995.9341572555, 7652
784,500202.3211321558, 7678
785,500379.5324123273, 7718
786,500431.5132668223, 7738
787,500631.2448590206, 7763
788,500265.6921448232, 7800
789,500241.1896806936, 7839
790,500464.71193241817, 7869
791,500270.5020037967, 7897
792,499905.6680008426, 7926
793,499716.18346307595, 7945
794,499335.5885690271, 7964
795,499345.0352570829, 7996
796,499177.43135610985, 8035
797,498795.29956039356, 8063
798,498758.4842149279, 8078
799,498770.09229484235, 8095
800,498411.36704900936, 8144
801,498419.13642991043, 8179
802,498830.2596213855, 8209
803,498828.65759401623, 8232
804,499234.3677111434, 8259
805,499275.87170984456, 8311
806,499483.9488718692, 8349
807,499488.08600372134, 8394
808,499209.54263886024, 8436
809,499015.4095689833, 8470
810,499204.2739443872, 8492
811,499049.1884385929, 8511
812,499252.9391822478, 8540
813,499255.5343730761, 8592
814,499314.381430621, 8624
815,499121.8393039918, 8673
816,499512.5158454304, 8726
817,499704.9607923218, 8787
818,499724.1223740567, 8842
819,499917.0755754736, 8948
820,499975.86673448625, 9007
821,500498.9928876245, 9069
822,500321.37385833164, 9097
823,500322.45651733223, 9139
824,500402.94067625026, 9192
825,500597.81840242667, 9228
826,500218.19672793377, 9291
827,500768.46439378656, 9405
828,500399.73927060247, 9512
829,500377.4711209499, 9614
830,500441.60763819097, 9693
831,500531.93053603696, 9780
832,500122.1844796471, 9849
833,500109.1478069297, 9990
834,500047.876175235, 10294
835,500096.73706293706, 10964
836,500252.69447216124, 11655
837,500341.3906717162, 12353
838,500366.98327692616, 13037
839,500262.4601312388, 13703
840,500159.4399205561, 14369
841,500065.0115056536, 15039
842,500259.3443629879, 15713
843,500192.22105679795, 16388
844,500053.3397904724, 17056
845,500034.6315893386, 17719
846,499985.409189509, 18379
847,499914.2324207209, 19036
848,500004.3122171946, 19692
849,500358.6101395166, 20351
850,500210.01668302255, 21012
851,500525.00960595964, 21674
852,500676.77462306636, 22330
853,500585.0416585175, 22988
854,500780.1199453018, 23644
855,500905.5826341463, 24305
856,500845.5032157474, 24967
857,500878.6970994744, 25627
858,500742.4635426794, 26289
859,500867.6888716256, 26952
860,500894.50339476235, 27610
861,500851.26254601823, 28268
862,500741.1902457906, 28928
863,500875.91204330174, 29586
864,501113.66325545474, 30254
865,501228.9284474446, 30918
866,501358.47216335963, 31575
867,501262.63729074463, 32234
868,501158.2241014799, 32884
869,501085.1257439048, 33539
870,501245.9511025887, 34189
871,501091.5834131392, 34845
872,501168.01587908936, 35503
873,501318.1584177336, 36166
874,501327.6224470319, 36825
875,501405.2751191611, 37481
876,501428.945534184, 38138
877,501538.60490774206, 38791
878,501266.9994299829, 39448
879,501360.76807743404, 40111
880,501370.3472985782, 40765
881,501316.7142586631, 41422
882,501185.4174390013, 42084
883,501174.837899112, 42742
884,501199.8554444235, 43405
885,501276.0033930254, 44068
886,501274.3703633967, 44729
887,501257.4824148956, 45391
888,501168.6712380237, 46052
889,501034.42634640646, 46715
890,501187.63167760073, 47373
891,500877.81407976034, 48029
892,500807.11744903686, 48689
893,500923.52699420886, 49350
894,500871.68370964733, 50005
895,500917.9446411929, 50664
896,500704.7438093465, 51322
897,500882.4173330854, 51981
898,501018.7932379714, 52639
899,501120.2120987196, 53299
900,501218.56200185354, 53960
901,501040.2108868728, 54621
902,501081.8337340485, 55278
903,501303.0923702198, 55934
904,500890.5938365012, 56590
905,500913.4256221198, 57251
906,500917.7915669306, 57910
907,500955.07798418246, 58569
908,500781.3931655337, 59231
909,500795.69443934667, 59892
910,500814.293492209, 60543
911,500797.94836110604, 61196
912,500916.96085604536, 61852
913,501046.93659784395, 62509
914,501057.26464683336, 63167
915,501180.7004557885, 63826
916,501162.3267164451, 64480
917,501132.0321993815, 65136
918,500926.058331819, 65799
919,501129.2091123616, 66464
920,501029.21051677247, 67115
921,501049.266256113, 67767
922,501121.4098064049, 68420
923,500889.2645942527, 69073
924,500946.3007763134, 69726
925,500876.7388638413, 70375
926,500956.6072779679, 71027
927,501036.2778477596, 71688
928,501264.5248966385, 72346
929,501080.36344047403, 72995
930,500883.1397309417, 73641
931,500969.5948754703, 74292
932,500959.4344012887, 74943
933,500976.1652065081, 75592
934,500784.2480800143, 76245
935,500770.9020517395, 76900
936,500766.09178399574, 77550
937,500755.4730283069, 78234
938,500722.54241508094, 78886
939,500879.30449458165, 79539
940,501004.4491570541, 80202
941,500895.57560716185, 80867
942,500793.05985479016, 81519
943,500955.3930656289, 82186
944,501261.9448665842, 82840
945,501096.49708737864, 83505
946,501051.9693175807, 84151
947,501043.1483177735, 84798
948,501029.0313214851, 85446
949,501100.91562664794, 86096
950,501244.5020193152, 86747
951,501123.95877916156, 87403
952,501243.58384440164, 88059
953,501107.01050236303, 88715
954,501133.8727050184, 89369
955,501342.77991266374, 90024
956,501317.9473041354, 90680
957,501339.50705943874, 91334
958,501376.15880201984, 91985
959,501302.7919638198, 92637
960,501376.95794960903, 93289
961,501218.71550078114, 93942
962,501378.2375585226, 94598
963,501195.3034817253, 95251
964,501066.3367364596, 95905
965,500905.1929127053, 96558
966,500734.4469003626, 97212
967,500441.30533034325, 97865
968,500565.221264863, 98519
969,500870.78120158374, 99173
970,500732.0089423904, 99827
971,500945.38567256485, 100480
972,500970.22361420974, 101134
973,501034.50557174697, 101791
974,500934.36067819834, 102452
975,500887.375534645, 103112
976,500936.1671509144, 103768
977,500927.7520915144, 104424
978,500820.01859116496, 105073
979,500828.6253194752, 105728
980,501047.21804255317, 106382
981,501224.1776908689, 107035
982,501217.0006794632, 107690
